jpeg-large,psd-small,svg-medium,psd-large,svg-large,jpeg-medium,psd-medium,png-medium,svg-small,png-large,png-small,jpeg-small
0,0,0,0.77,0.77,0.52,0.43,0.4,0.5,0.48,0.42,0.37,0.35
