svg-medium,png-medium,png-large,svg-large,psd-large,png-small,jpeg-large,jpeg-medium,jpeg-small,psd-small,psd-medium,svg-small
0,0,0,0.49,0.68,0.63,0.63,0.64,0.63,0.65,0.66,0.65,0.66
