psd-large,svg-medium,psd-medium,jpeg-medium,png-large,png-medium,psd-small,jpeg-large,svg-large,svg-small,png-small,jpeg-small
0,0,0,0.6,0.54,0.64,0.71,0.74,0.75,0.73,0.72,0.71,0.71
