artificl.tar,ambivert.wav.tar,large.tar,silesia.tar,enwik8.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin
0,0,0,0.47,0.54,0.33,0.42,0.45,0.42,0.34,0.4,0.36,0.38,0.44
