psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.53,0.42,0.23,0.54,0.46,0.57,0.55,0.58,0.55,0.45
