deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-8.bin,misc.tar,ambivert.wav.tar,uiq2-16.bin,silesia.tar
0,0,0,0.64,0.58,0.48,0.22,0.35,0.49,0.69,0.31,0.34,0.59,0.53
