svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.29,0.45,0.23,0.51,0.33,0.43,0.38,0.37,0.51,0.39
