uiq-32.bin,uiq2-16.bin,artificl.tar,misc.tar,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,silesia.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.87,0.84,0.73,0.61,0.65,0.6,0.54,0.49,0.54,0.47,0.49
