jpeg-small,svg-large,psd-large,svg-medium,jpeg-medium,png-small,png-medium,png-large,psd-small,svg-small,psd-medium,jpeg-large
0,0,0,0.55,0.46,0.52,0.54,0.58,0.6,0.64,0.63,0.65,0.65
