jpeg-large,psd-small,svg-medium,psd-large,svg-large,jpeg-medium,psd-medium,png-medium,svg-small,png-large,png-small,jpeg-small
0,0,0,0.78,0.67,0.68,0.6,0.55,0.51,0.46,0.47,0.4,0.37
