psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.76,0.77,0.72,0.66,0.68,0.69,0.71,0.72,0.71,0.69
