uiq-32.bin,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar,large.tar,misc.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.93,0.92,0.83,0.76,0.79,0.76,0.73,0.75,0.76,0.77,0.78
