svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.64,0.71,0.65,0.65,0.69,0.69,0.67,0.67,0.67,0.67
