png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.87,0.86,0.87,0.84,0.81,0.82,0.81,0.78,0.75,0.74
