png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.86,0.83,0.82,0.79,0.75,0.77,0.74,0.73,0.72,0.71
