vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin,uiq2-16.bin,silesia.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.67,0.68,0.66,0.66,0.67,0.65,0.61,0.64,0.67,0.69,0.7
