psd-large,svg-large,svg-small,png-large,psd-medium,jpeg-large,png-small,jpeg-medium,png-medium,jpeg-small,svg-medium,psd-small
0,0,0,0.53,0.49,0.44,0.4,0.43,0.39,0.33,0.33,0.4,0.33
