enwik8.tar,large.tar,uiq-32.bin,vmlinux-5.10.tar,uiq2-16.bin,silesia.tar,artificl.tar,deepfield.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,misc.tar,uiq2-8.bin
0,0,0,0.92,0.89,0.89,0.88,0.88,0.87,0.86,0.86,0.85,0.84,0.84
