enwik8.tar,uiq2-4.bin,large.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,artificl.tar,uiq-32.bin,ambivert.wav.tar,silesia.tar,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.89,0.89,0.89,0.91,0.89,0.85,0.82,0.81,0.81,0.8,0.81
