deepfield.tar,uiq2-8.bin,uiq-32.bin,large.tar,uiq2-4.bin,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar
0,0,0,0.91,0.9,0.9,0.9,0.86,0.83,0.82,0.81,0.81,0.79,0.76
