png-medium,png-large,psd-small,psd-medium,jpeg-medium,jpeg-small,svg-medium,svg-large,psd-large,svg-small,jpeg-large,png-small
0,0,0,0.89,0.85,0.79,0.77,0.75,0.7,0.71,0.69,0.7,0.68
