uiq-32.bin,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar,large.tar,misc.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.8,0.85,0.73,0.67,0.58,0.48,0.61,0.47,0.48,0.5,0.45
