svg-medium,png-large,jpeg-medium,svg-small,psd-small,psd-medium,jpeg-small,psd-large,png-medium,png-small,svg-large,jpeg-large
0,0,0,0.6,0.75,0.78,0.71,0.71,0.72,0.7,0.69,0.69,0.69
