enwik8.tar,large.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar,silesia.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.96,0.89,0.89,0.85,0.79,0.76,0.75,0.74,0.74,0.75,0.73
