artificl.tar,ambivert.wav.tar,large.tar,silesia.tar,enwik8.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin
0,0,0,0.62,0.76,0.82,0.85,0.87,0.88,0.89,0.88,0.85,0.82,0.83
