enwik8.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-16.bin,large.tar,uiq2-4.bin,artificl.tar,uiq-32.bin,silesia.tar
0,0,0,0.89,0.75,0.76,0.77,0.78,0.79,0.8,0.8,0.8,0.79,0.79
