png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.89,0.83,0.79,0.73,0.72,0.72,0.7,0.7,0.7,0.7
