png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.73,0.72,0.69,0.67,0.66,0.63,0.64,0.67,0.68,0.68
