enwik8.tar,uiq2-4.bin,silesia.tar,artificl.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar
0,0,0,0.8,0.83,0.73,0.62,0.66,0.69,0.78,0.77,0.79,0.69,0.75
