jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.65,0.49,0.61,0.67,0.7,0.68,0.68,0.68,0.69,0.68
