deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,artificl.tar,misc.tar,large.tar
0,0,0,0.89,0.91,0.91,0.92,0.88,0.85,0.82,0.83,0.83,0.8,0.77
