svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.69,0.8,0.77,0.7,0.68,0.68,0.69,0.69,0.68,0.68
