fannie_mae_500k.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,artificl.tar,silesia.tar,uiq2-4.bin,misc.tar,uiq2-16.bin,uiq-32.bin,large.tar,ambivert.wav.tar,deepfield.tar
0,0,0,0.87,0.51,0.79,0.54,0.37,0.44,0.44,0.29,0.39,0.51,0.52
