svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.6,0.49,0.36,0.31,0.51,0.45,0.48,0.52,0.54,0.51
