uiq2-16.bin,misc.tar,uiq2-8.bin,artificl.tar,uiq2-4.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,large.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.91,0.86,0.84,0.84,0.86,0.84,0.85,0.82,0.8,0.75,0.83
