deepfield.tar,silesia.tar,fannie_mae_500k.tar,artificl.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,large.tar,enwik8.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.91,0.9,0.78,0.69,0.72,0.74,0.77,0.78,0.79,0.8,0.78
