psd-small,svg-large,psd-medium,svg-medium,jpeg-small,png-small,jpeg-medium,png-large,png-medium,psd-large,jpeg-large,svg-small
0,0,0,0.64,0.63,0.68,0.66,0.67,0.69,0.71,0.72,0.72,0.74
