svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.64,0.71,0.69,0.66,0.69,0.71,0.74,0.74,0.74,0.73
