jpeg-large,svg-small,psd-small,psd-large,jpeg-small,svg-large,png-large,png-small,psd-medium,svg-medium,png-medium,jpeg-medium
0,0,0,0.69,0.66,0.67,0.68,0.66,0.65,0.67,0.68,0.7,0.69
