svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.76,0.59,0.78,0.45,0.5,0.41,0.48,0.53,0.49,0.38
