png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.6,0.55,0.59,0.6,0.66,0.7,0.71,0.68,0.64,0.66
