fannie_mae_500k.tar,uiq2-16.bin,vmlinux-5.10.tar,silesia.tar,uiq-32.bin,misc.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,uiq2-8.bin,deepfield.tar,large.tar
0,0,0,0.85,0.84,0.86,0.86,0.82,0.78,0.75,0.76,0.78,0.79,0.8
