vmlinux-5.10.tar,ambivert.wav.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq-32.bin,large.tar,misc.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin
0,0,0,0.87,0.82,0.8,0.77,0.73,0.76,0.73,0.72,0.73,0.75,0.75
