uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.8,0.82,0.84,0.86,0.84,0.83,0.84,0.83,0.81,0.82,0.83
