psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.64,0.63,0.63,0.61,0.62,0.65,0.65,0.63,0.63,0.63
