png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.69,0.37,0.45,0.43,0.41,0.4,0.43,0.35,0.35,0.37
