svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.49,0.52,0.59,0.66,0.67,0.67,0.68,0.66,0.66,0.68
