misc.tar,vmlinux-5.10.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,ambivert.wav.tar,silesia.tar
0,0,0,0.82,0.84,0.75,0.71,0.73,0.75,0.76,0.78,0.8,0.82,0.81
