deepfield.tar,silesia.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq-32.bin
0,0,0,0.93,0.82,0.79,0.6,0.65,0.56,0.62,0.63,0.55,0.56,0.62
