png-medium,psd-small,psd-medium,svg-medium,jpeg-large,jpeg-small,png-small,svg-small,png-large,svg-large,jpeg-medium,psd-large
0,0,0,0.63,0.64,0.67,0.66,0.68,0.67,0.67,0.67,0.66,0.66
