psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.62,0.63,0.72,0.72,0.73,0.74,0.73,0.73,0.71,0.69
