ambivert.wav.tar,silesia.tar,misc.tar,vmlinux-5.10.tar,uiq-32.bin,large.tar,artificl.tar,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,deepfield.tar
0,0,0,0.84,0.81,0.66,0.67,0.66,0.59,0.58,0.34,0.44,0.38,0.53
