psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.73,0.75,0.49,0.55,0.54,0.27,0.38,0.38,0.33,0.37
