vmlinux-5.10.tar,uiq-32.bin,fannie_mae_500k.tar,silesia.tar,uiq2-16.bin,enwik8.tar,ambivert.wav.tar,large.tar,artificl.tar,deepfield.tar,uiq2-4.bin,misc.tar,uiq2-8.bin
0,0,0,0.86,0.87,0.86,0.87,0.86,0.84,0.83,0.82,0.81,0.81,0.81
