ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,enwik8.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin
0,0,0,0.69,0.67,0.45,0.48,0.4,0.39,0.34,0.33,0.33,0.31,0.29
