uiq2-4.bin,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq-32.bin,misc.tar,artificl.tar,ambivert.wav.tar
0,0,0,0.76,0.8,0.81,0.82,0.83,0.82,0.81,0.81,0.82,0.81,0.82
