png-medium,psd-large,psd-small,jpeg-medium,jpeg-small,png-small,png-large,svg-medium,svg-large,jpeg-large,svg-small,psd-medium
0,0,0,0.69,0.71,0.73,0.73,0.69,0.69,0.71,0.72,0.72,0.69
