psd-large,jpeg-small,png-large,psd-small,psd-medium,svg-small,svg-large,svg-medium,jpeg-medium,jpeg-large,png-medium,png-small
0,0,0,0.53,0.6,0.67,0.68,0.69,0.68,0.7,0.69,0.7,0.7
