uiq2-16.bin,uiq2-4.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,misc.tar,large.tar
0,0,0,0.84,0.81,0.82,0.79,0.69,0.66,0.68,0.57,0.6,0.64,0.48
