misc.tar,ambivert.wav.tar,artificl.tar,enwik8.tar,large.tar,uiq-32.bin,fannie_mae_500k.tar,uiq2-8.bin,vmlinux-5.10.tar,uiq2-16.bin,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.83,0.81,0.81,0.83,0.82,0.83,0.83,0.83,0.83,0.84,0.84
