uiq2-4.bin,vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,large.tar,fannie_mae_500k.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar
0,0,0,0.84,0.84,0.87,0.87,0.78,0.88,0.8,0.82,0.75,0.75,0.76
