png-large,psd-large,svg-small,psd-medium,jpeg-large,png-small,png-medium,jpeg-medium,psd-small,svg-large,svg-medium,jpeg-small
0,0,0,0.76,0.75,0.71,0.72,0.71,0.73,0.75,0.74,0.73,0.73
