jpeg-small,jpeg-medium,svg-medium,jpeg-large,svg-small,psd-large,psd-medium,png-small,svg-large,psd-small,png-large,png-medium
0,0,0,0.2,0.18,0.27,0.29,0.3,0.33,0.31,0.31,0.28,0.27
