misc.tar,vmlinux-5.10.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,ambivert.wav.tar,silesia.tar
0,0,0,0.89,0.91,0.86,0.79,0.71,0.7,0.74,0.56,0.48,0.6,0.6
